pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
work_chrysostom_hom_romans__work_origen_commentary_romans,work,work_chrysostom_hom_romans,"John Chrysostom, Homiliae in Epistulam ad Romanos (Homilies on Romans)",work_origen_commentary_romans,Commentary on Romans (Commentarii in Epistulam ad Romanos),0.68,0.91,0.3-0.7,work_origen_commentary_romans,description_token_overlap;label_token_overlap,"John Chrysostom's series of 32 homilies on Paul's Epistle to the Romans (PG 60, 391–682), delivered at Antioch between c. 391 and c. 397 CE while Chrysostom was still presbyter under bishop Flavian. T","Origen's Commentary on Romans (c. 246 CE) is the oldest extant Romans commentary, surviving in Rufinus's substantially abridged Latin translation (c. 405 CE; the original 15 books were reduced to 10)."
scholarly_argument_meyer_1998_aristotle_silent_determinism__scholarly_argument_meyer_1998_hellenistic_origins_compatibilism,argument,scholarly_argument_meyer_1998_aristotle_silent_determinism,Meyer: Aristotle articulates the causal condition of responsibility but never addresses determinism,scholarly_argument_meyer_1998_hellenistic_origins_compatibilism,"Meyer: compatibilism as an explicit thesis dates to the Stoics, incompatibilism to the Epicureans",0.68,0.41,0.3-0.7,scholarly_argument_meyer_1998_hellenistic_origins_compatibilism,description_token_overlap;label_token_overlap,"Meyer argues that Aristotle's discussions of voluntariness (to hekousion) articulate the causal precondition of moral responsibility — the agent as cause (aitios) and origin (arche) of the action, the",Meyer argues that the two major positions in the present-day debate over moral responsibility and causal determinism were well articulated and developed in the Hellenistic period: compatibilism as an 
scholarly_argument_coope_2020_freedom_as_perfection__scholarly_argument_coope_2020_no_ability_to_do_otherwise,argument,scholarly_argument_coope_2020_freedom_as_perfection,Coope: Neoplatonist freedom is a perfection — being fully in control of oneself,scholarly_argument_coope_2020_no_ability_to_do_otherwise,Coope: no Neoplatonist takes the ability to do otherwise as a mark of freedom,0.68,0.43,0.3-0.7,scholarly_argument_coope_2020_freedom_as_perfection,description_token_overlap;label_token_overlap,"Coope's central thesis about freedom in Plotinus, Porphyry, Iamblichus, Proclus and the Damascian school: freedom as these authors understand it is a kind of perfection. To be free is to be fully in c",Coope argues that for the Neoplatonist authors she discusses the contrast between what is free and what is subject to fate is certainly not between things that have the power to be otherwise and thing
scholarly_argument_wells_moral_responsibility_and_the_s_2__scholarly_argument_wells_pauline_anthropology_and_free__0,argument,scholarly_argument_wells_moral_responsibility_and_the_s_2,Wells: The agency of the Spirit reinforces rather than negates human responsibility bec,scholarly_argument_wells_pauline_anthropology_and_free__0,Wells: Paul does not operate with a concept of autonomous human agency or libertarian f,0.68,0.27,0.3-0.7,scholarly_argument_wells_pauline_anthropology_and_free__0,description_token_overlap;label_token_overlap,1 Cor 15:10 and Gal 2:19-20 do not deny human agency but 'rule out the notion of autonomy' and secure God's agency as the foundation of Christian lives; the Spirit's agency 'reinforces rather than neg,Wells never uses 'libertarian' or 'self-determining'. His claim: Paul 'is not an occasionalist' — human agency is genuine and competent — but 1 Cor 15:10 and Gal 2:19-20 'rule out the notion of autono
synthesis_frede2011_ch10_conclusion__synthesis_frede2011_ch1_introduction,synthesis,synthesis_frede2011_ch10_conclusion,Ch. 10 Conclusion — bilan et défense limitée de la notion antique (Frede 2011),synthesis_frede2011_ch1_introduction,Ch. 1 Introduction — la notion de libre arbitre est technique et datable (Frede 2011),0.68,0.35,0.3-0.7,synthesis_frede2011_ch10_conclusion,description_token_overlap;label_token_overlap,Summary Frede 2011 ch. 10 (p. 175-178): Frede brings together his findings and answers his fourth initial question (is the ancient notion fundamentally flawed?). Conclusion: (1) free will emerges in l,"Synthesis of Frede 2011 ch. 1 (p. 1-18): the notion of free will is not an ordinary belief that the Greeks would always have held (against Ross 1923 on Aristotle and 'the plain man's belief'), but a t"
scholarly_argument_andresen_methodological_distinction_met_4__scholarly_argument_andresen_moral_responsibility_and_prais_2,argument,scholarly_argument_andresen_methodological_distinction_met_4,"Andresen: Alcinous's argumentation is more metaphysically oriented, while Justin's is pred",scholarly_argument_andresen_moral_responsibility_and_prais_2,Andresen: Both Justin and Alcinous argue that Stoic Heimarmene destroys moral responsibili,0.68,0.26,0.3-0.7,scholarly_argument_andresen_moral_responsibility_and_prais_2,description_token_overlap;label_token_overlap,"Methodological distinction: metaphysical vs. ethical orientation — Alcinous's argumentation is more metaphysically oriented, while Justin's is predominantly ethical, but both represent the same critiq","Moral responsibility and praise/blame — Both Justin and Alcinous argue that Stoic Heimarmene destroys moral responsibility (τὸ ἐφ' ἡμῖν): without freedom, praise and blame become meaningless; this is "
scholarly_argument_engberg_pedersen_fate_and_moral_responsibility__2__scholarly_argument_engberg_pedersen_stoic_freedom_eleutheria_and_d_1,argument,scholarly_argument_engberg_pedersen_fate_and_moral_responsibility__2,"Engberg-Pedersen: The Stoic system, with its combination of determinism at the cosmic level and in",scholarly_argument_engberg_pedersen_stoic_freedom_eleutheria_and_d_1,Engberg-Pedersen: Stoic ethics provides a comprehensive philosophical framework for understanding ,0.68,0.19,0.3-0.7,scholarly_argument_engberg_pedersen_stoic_freedom_eleutheria_and_d_1,description_token_overlap;label_token_overlap,"Not verifiable in the fonds: the extraction holds only the first page of each chapter (pp. ix, 1, 33, 45, 81, 105, 131…). p. 82 and any discussion of Phil 2:12-13, of 'determinism at the cosmic level'","On p. 45 Engberg-Pedersen merely lists Stoic 'freedom' (eleutheria), with the sophos and the adiaphora, among motifs 'most scholars have heard of', against the few who 'have studied Stoic ethics as a "
pub_connell_1993_eberhard_schockenhoff_zum_fest_der_freiheit_theologie_des_christ__pub_halleux_1992_eberhard_schockenhoff_zum_fest_der_freiheit_theologie_des_christ,publication,pub_connell_1993_eberhard_schockenhoff_zum_fest_der_freiheit_theologie_des_christ,"Michael O’Connell 1993 — Eberhard Schockenhoff, Zum Fest der Freiheit, Theologie des christlichen Handelns bei Origenes, Mainz, Matthias-Grünewald Verlag, 1990, (= Tübingen theologische Studien, Band 33)",pub_halleux_1992_eberhard_schockenhoff_zum_fest_der_freiheit_theologie_des_christ,"André de Halleux 1992 — Eberhard Schockenhoff, Zum Fest der Freiheit. Theologie des christlichen Handelns bei Origenes (coll. Tübinger theologische Studien, 33). 1990",0.68,0.33,0.3-0.7,pub_halleux_1992_eberhard_schockenhoff_zum_fest_der_freiheit_theologie_des_christ,description_token_overlap;label_token_overlap,"O'Connell M.-A. Eberhard Schockenhoff, Zum Fest der Freiheit, Theologie des christlichen Handelns bei Origenes, Mainz, Matthias-Grünewald Verlag, 1990, (= Tübingen theologische Studien, Band 33). In: ","De Halleux André. Eberhard Schockenhoff, Zum Fest der Freiheit. Theologie des christlichen Handelns bei Origenes (coll. Tübinger theologische Studien, 33). 1990. In: Revue théologique de Louvain, 23ᵉ "
scholarly_argument_blackson_e_vs_d_object_of_choice__scholarly_argument_nascimento_impressions_do_not_determine_rational_judgment,argument,scholarly_argument_blackson_e_vs_d_object_of_choice,"Blackson: Frede mis-specifies the object of choice — adults choose to EXERCISE the ability to use impressions (E), not choose to ASSENT (D); on E, the early Stoics probably already had a notion of a will",scholarly_argument_nascimento_impressions_do_not_determine_rational_judgment,Nascimento: external impressions do not determine the rational judgment that depends on us,0.68,0.33,0.3-0.7,scholarly_argument_nascimento_impressions_do_not_determine_rational_judgment,description_token_overlap;label_token_overlap,Blackson ASSERTS that Frede's 'minimum belief' for a Stoic notion of a will misidentifies the object of choice. Frede's proposition D: adults choose to assent to impulsive impressions. Blackson's prop,"Nascimento paraphrases Origen: undergoing external impressions does not depend on us, whereas judging how to use them depends on our educated rational will; humans are rational beings capable of disce"
pub_arfe_2009_servano_da_segni_gen_14_la_confutazione_del_fatalismo_astrologic__pub_colpani_2020_ombra_della_liberta_corpo_materia_nel_pensiero_di_origene,publication,pub_arfe_2009_servano_da_segni_gen_14_la_confutazione_del_fatalismo_astrologic,"Pasquale Arfé et al. 2009 — “E servano da segni” (Gen. 1,14). La confutazione del fatalismo astrologico nel Commento a Genesi di Origene",pub_colpani_2020_ombra_della_liberta_corpo_materia_nel_pensiero_di_origene,Giovanni Colpani 2020 — L’ombra della libertà. Corpo e materia nel pensiero di Origene,0.68,0.16,0.3-0.7,pub_arfe_2009_servano_da_segni_gen_14_la_confutazione_del_fatalismo_astrologic,description_token_overlap,"Questo saggio storico-filosofico ricostruisce il rapporto di Origene con i temi del fatalismo astrologico e del valore della scienza astrologica, a partire da uno studio della Filocalia, l’antologia d","A partire da un'analisi della terminologia riguardante il corpo e la materia in Origene, se ne individuano e descrivono le caratteristiche dal punto di vista filosofico. Viene proposta una soluzione a"
scholarly_argument_barclay_2020_ex_centric_existence__scholarly_argument_dunn_the_spirit_and_human_transform_4,argument,scholarly_argument_barclay_2020_ex_centric_existence,Believers live an 'ex-centric' existence: the self is reconstituted with its center outside itself in Christ (Barclay 2020),scholarly_argument_dunn_the_spirit_and_human_transform_4,Dunn: The Spirit is the empowering presence of God that enables believers to live the ,0.68,0.47,0.3-0.7,scholarly_argument_barclay_2020_ex_centric_existence,label_token_overlap,"Barclay's account of how grace reconfigures the agent. Because the new life is sourced not in human resources but in the risen Christ, Paul figures salvation not as a reformation of the human person o","Dunn presents three mutually supportive images of the beginning of salvation: justification (restored status), being in Christ (participation), and the gift of the Spirit, which 'provided the motivati"
argument_maximus_two_wills__scholarly_argument_blowers_wills_vs_mode_of_willing,argument,argument_maximus_two_wills,Maxime : deux volontés en Christ (dyothélie),scholarly_argument_blowers_wills_vs_mode_of_willing,Blowers: Maximus distinguishes the wills themselves from the 'mode of willing' (τὸ πῶς θέλειν),0.68,0.58,0.3-0.7,argument_maximus_two_wills,description_token_overlap,"**Primary source**: Maximus the Confessor, *Opusculum* 3 (PG 91, 45-56), *Opusculum* 16 (PG 91, 184-212) and *Disputatio cum Pyrrho* §13-28 (PG 91, 308-336).
**Premise 1**: The will (θέλημα) is a facu","Blowers (p.52, with p.164) identifies as a major theme of Maximus's mature Christology the distinction between the wills themselves and the 'mode of willing' (τὸ πῶς θέλειν) or 'mode of use' (τρόπος τ"
