pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
argument_furst_2022_aristotle_no_will_intellectualism__scholarly_argument_f_rst_free_will_terminology_and_conc_0,argument,argument_furst_2022_aristotle_no_will_intellectualism,"Pas de concept de volonté chez Aristote — intellectualisme grec (Fürst 2022, suivant Frede)",scholarly_argument_f_rst_free_will_terminology_and_conc_0,"Fürst: Argues that ancient concepts of freedom (eleutheria, autexousion) differ fundame",0.28,0.15,<=0.3,scholarly_argument_f_rst_free_will_terminology_and_conc_0,description_token_overlap,"Fürst 2022's thesis (Thematische Eingrenzungen 1a), following Frede 2011 and Dihle 1985: neither Plato nor Aristotle possesses a concept of will (Wille) as a mental-psychic force independent of the in","Fürst's terminological caution: no concept of 'Wille' existed before Augustine, so he largely avoids the word and stays close to the ancient terms — προαίρεσις (Aristotle's 'überlegtes Streben', not '"
scholarly_argument_currado_early_church_consensus_on_free_0__scholarly_argument_nagasawa_semi_pelagianism_and_synergism_3,argument,scholarly_argument_currado_early_church_consensus_on_free_0,Currado: The early church fathers consistently affirmed libertarian free will as foundati,scholarly_argument_nagasawa_semi_pelagianism_and_synergism_3,"Nagasawa: Semi-Pelagianism was akin to Greek synergism, not a novel deviation. The Eastern",0.28,0.17,<=0.3,scholarly_argument_nagasawa_semi_pelagianism_and_synergism_3,description_token_overlap,"Early Church consensus on free will — The early church fathers consistently affirmed libertarian free will as foundational to Christian anthropology, even in their catechetical instruction; this conse","Nagasawa quotes Schaff's judgement that after Augustine's death 'the intermediate system of Semi-Pelagianism, akin to the Greek synergism, became prevalent in the West'. In his own voice he claims the"
argument_hobbesian_compatibilism_1w5r6s24__argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,argument,argument_hobbesian_compatibilism_1w5r6s24,Hobbes's Compatibilist Argument,argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,Jansenist Denial of Liberty of Indifference,0.28,0.2,<=0.3,argument_hobbesian_compatibilism_1w5r6s24,description_token_overlap,Hobbes's mechanistic compatibilist argument that liberty and necessity are compatible. Liberty = absence of external impediments to motion. Voluntary actions are caused necessarily by prior conditions,"Jansenism, rooted in Cornelius Jansen's reading of Augustine, denies liberty of indifference and argues that the will is always determined—either by concupiscence (corrupt desire) or by efficacious gr"
argument_origen_witness_carneades_transposition_gnostic_excursus_amand1945__argument_origen_witness_diss_problem1_prescience_amand1945,argument,argument_origen_witness_carneades_transposition_gnostic_excursus_amand1945,Origène — Excursus contre Marcionites/Gnostiques dualistes (Amand 1945),argument_origen_witness_diss_problem1_prescience_amand1945,Origène — Premier théologien à résoudre prescience vs libre arbitre (Amand 1945),0.28,0.17,<=0.3,argument_origen_witness_diss_problem1_prescience_amand1945,description_token_overlap,"Amand (p. 323): Before concluding §IV, Origen ""delivers a vigorous blow to the dualist Gnostics, his principal adversaries,"" and in particular directs his attacks against the Marcionites (Phil. 23.2, ",Amand (p. 309-311): “Origen was the first Christian theologian to envisage in its full extent the formidable difficulty that divine foreknowledge raised against the free determination of the human wil
person_martin_i_pope_590_655__scholar_brand_miryam,person,person_martin_i_pope_590_655,Pape Martin Ier,scholar_brand_miryam,Miryam T. Brand,0.28,0.05,<=0.3,scholar_brand_miryam,description_token_overlap,"Pope 5 July 649—17 June 653. Convenor of the Lateran Synod of 649 (5–31 October), the first official Latin condemnation of monoenergism and monothelitism—a synod held without imperial approval, which ","Scholar of Second Temple Judaism, the Dead Sea Scrolls, and the history of ideas about sin, evil, and human agency in ancient Judaism. Evil Within and Without is the revised version of her doctoral di"
pub_cooper_1999_reason_emotion__pub_kirwan_1984_review_dihle,publication,pub_cooper_1999_reason_emotion,Reason and Emotion,pub_kirwan_1984_review_dihle,"Kirwan 1984 — Review of Dihle, The Theory of Will in Classical Antiquity",0.28,0.08,<=0.3,pub_kirwan_1984_review_dihle,description_token_overlap,"Cooper, J.M. (1999). Reason and Emotion: Essays on Ancient Moral Psychology and Ethical Theory. Princeton: Princeton University Press. xvi + 541pp. Thesis: Collects 23 essays giving a systematic accou","C.A. Kirwan, review of A. Dihle, The Theory of Will in Classical Antiquity, Classical Review 34 (1984) 335-336. Cited with approval by Irwin 1992, 469 n. 7, for the observation that Dihle fails to ide"
pub_frankfurt_1971_freedom_will_person__pub_meyer_2011_aristotle_moral_responsibility_reissue,publication,pub_frankfurt_1971_freedom_will_person,"Frankfurt, H. (1971). Freedom of the Will and the Concept of a Person. Journal of Philosophy 68(1): 5-20.",pub_meyer_2011_aristotle_moral_responsibility_reissue,"Meyer 2011 — Aristotle on Moral Responsibility (OUP reissue, new intro)",0.28,0.07,<=0.3,pub_frankfurt_1971_freedom_will_person,description_token_overlap,"Foundational article by Harry G. Frankfurt (*Journal of Philosophy* 68/1, 1971, p. 5-20) introducing the distinction between first-order desires and second-order desires (second-order volitions) as a ","Susan Sauvé Meyer, *Aristotle on Moral Responsibility: Character and Cause*, Oxford: OUP, 2011 (reissue of Blackwell 1993, with a new 38-page introduction), ISBN 978-0-19-969742-7. The new introductio"
pub_destree_salles_zingano_2014_what_is_up_to_us__pub_jackson_1966_sources_of_origen_doctrine_of_freedom,publication,pub_destree_salles_zingano_2014_what_is_up_to_us,"Destrée, Salles & Zingano (eds.), What is Up to Us? Studies on Agency and Responsibility in Ancient Philosophy (2014)",pub_jackson_1966_sources_of_origen_doctrine_of_freedom,B. Darrell Jackson 1966 — Sources of Origen's Doctrine of Freedom,0.28,0.05,<=0.3,pub_destree_salles_zingano_2014_what_is_up_to_us,description_token_overlap,"Edited by Pierre Destrée, Ricardo Salles and Marco Zingano, this 2014 Academia Verlag volume contains an introduction and twenty-two studies of agency and responsibility from Democritus to Simplicius.","In Contra Celsum Origen briefly states his approach to constructing a theological system. He says, “… anyone who constructs a Christian philosophy will need to argue the truth of his doctrines with pr"
synthesis_amand1945_epilogue_cultural__synthesis_dihle1982_lec4_paul_philo_implicit_will,synthesis,synthesis_amand1945_epilogue_cultural,Bilan culturel de l'épilogue Amand 1945 — homogénéité de la civilisation gréco-romaine et chrétienne,synthesis_dihle1982_lec4_paul_philo_implicit_will,Dihle 1982 Lect. IV — Paul et Philon : volonte implicite sans terme dedie,0.28,0.07,<=0.3,synthesis_amand1945_epilogue_cultural,description_token_overlap,"Fourth strand of Amand's epilogical assessment (Amand 1945, p. 590-591). Central cultural claim: « The historian of ancient culture will find factual confirmation of a theory dear to him: namely, the ","Synthesis of the fourth lecture (Dihle 1982 p. 75-100 / md ll. 8073-8892). Core of the thesis. Paul (reading of Rom 7, Gal 5, 1 Cor) employs 'thelo' and 'ginosko' indiscriminately, without a term spec"
pub_fedou_2026_falque_nouvelle_lettre_sur_apologetique_paris_cerf_2025_150_16_0__pub_fedou_2026_ouvrages_analyses,publication,pub_fedou_2026_falque_nouvelle_lettre_sur_apologetique_paris_cerf_2025_150_16_0,"Michel Fédou 2026 — Falque E., Nouvelle lettre sur l’apologétique, Paris, Cerf, 2025, 150 p., 16,00 €. ISBN 9782204172783.",pub_fedou_2026_ouvrages_analyses,Michel Fédou 2026 — Ouvrages analysés,0.28,0.29,<=0.3,pub_fedou_2026_falque_nouvelle_lettre_sur_apologetique_paris_cerf_2025_150_16_0,author_year_match,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe u","Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe u"
scholarly_argument_rousseau_free_will_in_irenaeus_0__scholarly_argument_rousseau_incompleteness_of_editorial_wo_1,argument,scholarly_argument_rousseau_free_will_in_irenaeus_0,Rousseau: This is a critical edition with French translation of Irenaeus' Adversus Haerese,scholarly_argument_rousseau_incompleteness_of_editorial_wo_1,Rousseau: A critical edition of Irenaeus is inherently incomplete without commentary; the ,0.27,0.22,<=0.3,scholarly_argument_rousseau_free_will_in_irenaeus_0,description_token_overlap;label_token_overlap,"free will in Irenaeus — This is a critical edition with French translation of Irenaeus' Adversus Haereses Book V, not a secondary study; the editor Rousseau does not explicitly advance interpretive po",incompleteness of editorial work — A critical edition of Irenaeus is inherently incomplete without commentary; the editor must anticipate future commentators' work while recognizing the limits of what
scholarly_argument_denzey_lewis_gnostic_cosmic_pessimism_as_sc_0__scholarly_argument_denzey_lewis_pauline_exegesis_and_cosmic_en_3,argument,scholarly_argument_denzey_lewis_gnostic_cosmic_pessimism_as_sc_0,Denzey Lewis: The category of 'cosmic pessimism' as applied to Gnostics is a constructed world,scholarly_argument_denzey_lewis_pauline_exegesis_and_cosmic_en_3,Denzey Lewis: Pauline concept of 'body of death' represents cosmic malevolence and enslavement,0.27,0.17,<=0.3,scholarly_argument_denzey_lewis_gnostic_cosmic_pessimism_as_sc_0,description_token_overlap;label_token_overlap,"Denzey Lewis credits Bob Lamberton with setting her on the path to the book by raising the specter of 'cosmic pessimism' as a wholly constructed worldview, and by setting aside the conventional classi","Diverging from the majority of scholars, Denzey Lewis asserts that cosmic pessimism in second- to fourth-century Christianity (particularly, though not exclusively, 'Gnostic' Christianity) finds its r"
scholarly_argument_boulnois_free_will_against_fatalism_and_1__scholarly_argument_boulnois_free_will_and_divine_prescienc_2,argument,scholarly_argument_boulnois_free_will_against_fatalism_and_1,Boulnois: Cyril vigorously refutes fatalist doctrines that subject human choices to destin,scholarly_argument_boulnois_free_will_and_divine_prescienc_2,Boulnois: Cyril addresses human autonomy in the face of divine foreknowledge and predestin,0.27,0.16,<=0.3,scholarly_argument_boulnois_free_will_and_divine_prescienc_2,description_token_overlap;label_token_overlap,"free will against fatalism and astrology — Cyril vigorously refutes fatalist doctrines that subject human choices to destiny (heimarmenē), which he attributes to 'the Greeks'; fatalism destroys the hi",free will and divine prescience/predestination — Cyril addresses human autonomy in the face of divine foreknowledge and predestination; the problem of Judas is frequently invoked as the test case for 
